order_id,user_id,store_id,created_at,delivery_type,product_id,quantity,product_name,category_id,category_name,drink_type,temperature,has_caffeine,has_milk,weather_temp,weather_condition,humidity,hour,day_of_week,month
788,150,3,2025-10-25 18:40:44,dine-in,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,29.2,Rainy,79,18,5,10
686,86,14,2025-10-25 06:24:44,takeaway,12,1,Latte Hạnh Nhân,3,LATTE,coffee,cold,1,1,26.0,Cloudy,83,6,5,10
137,57,2,2025-10-25 04:53:44,dine-in,34,2,Matcha Tây Bắc Trân Châu Hoàng Kim,7,MATCHA TÂY BẮC,tea,cold,0,1,25.4,Sunny,81,4,5,10
137,57,2,2025-10-25 04:53:44,dine-in,52,2,Mochi Kem Phúc Bồn Tử,11,BÁNH NGỌT,food,cold,0,1,25.4,Sunny,81,4,5,10
903,41,5,2025-10-25 03:49:44,takeaway,33,1,Matcha Latte,7,MATCHA TÂY BẮC,tea,cold,0,1,29.6,Cloudy,77,3,5,10
903,41,5,2025-10-25 03:49:44,takeaway,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,29.6,Cloudy,77,3,5,10
946,135,5,2025-10-25 03:27:44,dine-in,5,1,Caramel Macchiato Đá,1,ESPRESSO,coffee,cold,1,1,28.1,Cloudy,83,3,5,10
1021,106,3,2025-10-25 01:54:44,takeaway,42,2,Hồng Trà Sữa Trân Châu,9,TRÀ SỮA,tea,cold,1,1,26.6,Sunny,83,1,5,10
287,65,9,2025-10-25 01:35:44,delivery,4,1,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,25.6,Rainy,81,1,5,10
749,108,3,2025-10-25 01:07:44,takeaway,43,2,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,25.9,Sunny,82,1,5,10
677,154,12,2025-10-25 01:01:44,dine-in,41,2,Hồng Trà Sữa Nóng,9,TRÀ SỮA,tea,hot,1,1,26.9,Rainy,79,1,5,10
677,154,12,2025-10-25 01:01:44,dine-in,62,1,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,26.9,Rainy,79,1,5,10
436,124,1,2025-10-24 19:41:44,takeaway,14,2,Latte Bạc Xỉu,3,LATTE,coffee,cold,1,1,26.8,Sunny,78,19,4,10
722,148,15,2025-10-24 07:21:44,takeaway,28,1,Cold Brew Kim Quất,6,COLD BREW,coffee,cold,1,0,29.0,Cloudy,81,7,4,10
722,148,15,2025-10-24 07:21:44,takeaway,50,1,Mít Sấy,11,BÁNH NGỌT,food,room,0,0,29.0,Cloudy,81,7,4,10
1037,150,11,2025-10-24 07:04:44,dine-in,10,1,A-Mê Thanh Yên,2,AMERICANO,coffee,cold,1,0,29.8,Cloudy,83,7,4,10
274,51,3,2025-10-24 06:35:44,takeaway,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,27.2,Rainy,82,6,4,10
274,51,3,2025-10-24 06:35:44,takeaway,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,27.2,Rainy,82,6,4,10
1031,151,5,2025-10-24 01:01:44,takeaway,34,1,Matcha Tây Bắc Trân Châu Hoàng Kim,7,MATCHA TÂY BẮC,tea,cold,0,1,28.9,Sunny,77,1,4,10
1031,151,5,2025-10-24 01:01:44,takeaway,48,2,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,28.9,Sunny,77,1,4,10
1398,63,8,2025-10-23 22:15:44,takeaway,43,1,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,29.7,Cloudy,80,22,3,10
1462,33,1,2025-10-23 08:32:44,takeaway,1,1,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,26.2,Rainy,78,8,3,10
1462,33,1,2025-10-23 08:32:44,takeaway,63,1,Chà Bông Phô Mai,12,BÁNH MẶN,food,room,0,1,26.2,Rainy,78,8,3,10
1496,47,6,2025-10-23 04:15:44,takeaway,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,28.3,Rainy,83,4,3,10
275,37,2,2025-10-23 01:07:44,dine-in,23,1,Cà Phê Đen Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,0,27.8,Rainy,78,1,3,10
961,165,3,2025-10-22 22:16:44,takeaway,25,1,Cà Phê Đen Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,0,27.0,Cloudy,81,22,2,10
186,74,13,2025-10-22 22:06:44,delivery,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,28.9,Rainy,76,22,2,10
281,20,9,2025-10-22 08:51:44,delivery,20,2,Bạc Xỉu Caramel Muối,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,26.5,Sunny,78,8,2,10
281,20,9,2025-10-22 08:51:44,delivery,24,2,Cà Phê Sữa Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,26.5,Sunny,78,8,2,10
1006,51,11,2025-10-22 07:38:44,takeaway,43,2,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,25.8,Cloudy,80,7,2,10
182,58,10,2025-10-22 05:22:44,takeaway,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,29.7,Rainy,79,5,2,10
182,58,10,2025-10-22 05:22:44,takeaway,55,1,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,29.7,Rainy,79,5,2,10
1244,37,13,2025-10-22 02:57:44,takeaway,28,2,Cold Brew Kim Quất,6,COLD BREW,coffee,cold,1,0,29.2,Sunny,76,2,2,10
1244,37,13,2025-10-22 02:57:44,takeaway,62,1,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,29.2,Sunny,76,2,2,10
1001,117,5,2025-10-22 00:50:44,takeaway,1,1,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,28.1,Sunny,82,0,2,10
1001,117,5,2025-10-22 00:50:44,takeaway,61,1,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,28.1,Sunny,82,0,2,10
962,82,15,2025-10-21 22:15:44,dine-in,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,30.0,Rainy,83,22,1,10
962,82,15,2025-10-21 22:15:44,dine-in,54,2,Mochi Kem Chocolate,11,BÁNH NGỌT,food,cold,0,1,30.0,Rainy,83,22,1,10
816,19,1,2025-10-21 22:05:44,delivery,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,28.3,Rainy,81,22,1,10
456,24,14,2025-10-21 18:51:44,takeaway,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,25.1,Cloudy,76,18,1,10
909,96,4,2025-10-21 06:20:44,takeaway,11,1,Americano Nóng,2,AMERICANO,coffee,hot,1,0,25.1,Rainy,83,6,1,10
909,96,4,2025-10-21 06:20:44,takeaway,51,1,Mochi Kem Trà Sữa Trân Châu,11,BÁNH NGỌT,food,cold,0,1,25.1,Rainy,83,6,1,10
640,46,12,2025-10-21 02:02:44,takeaway,10,1,A-Mê Thanh Yên,2,AMERICANO,coffee,cold,1,0,26.5,Sunny,78,2,1,10
721,53,12,2025-10-21 02:01:44,dine-in,36,1,Trà Đào Cam Sả - Đá,8,TRÀ TRÁI CÂY,tea,cold,1,0,28.9,Sunny,82,2,1,10
721,53,12,2025-10-21 02:01:44,dine-in,62,1,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,28.9,Sunny,82,2,1,10
1176,167,15,2025-10-20 21:35:44,dine-in,19,1,Bạc Xỉu Foam Dừa,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,26.0,Sunny,79,21,0,10
1417,65,2,2025-10-20 18:14:44,takeaway,19,1,Bạc Xỉu Foam Dừa,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,25.4,Sunny,78,18,0,10
1121,59,9,2025-10-20 08:53:44,dine-in,5,2,Caramel Macchiato Đá,1,ESPRESSO,coffee,cold,1,1,28.4,Cloudy,80,8,0,10
1121,59,9,2025-10-20 08:53:44,dine-in,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,28.4,Cloudy,80,8,0,10
1456,94,4,2025-10-20 07:41:44,takeaway,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,29.4,Rainy,82,7,0,10
655,151,2,2025-10-19 20:28:44,takeaway,10,2,A-Mê Thanh Yên,2,AMERICANO,coffee,cold,1,0,25.3,Cloudy,75,20,6,10
614,119,4,2025-10-19 03:16:44,takeaway,23,1,Cà Phê Đen Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,0,28.4,Rainy,78,3,6,10
116,146,4,2025-10-19 01:51:44,dine-in,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,29.8,Cloudy,78,1,6,10
522,80,13,2025-10-18 23:07:44,dine-in,26,2,Cà Phê Sữa Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.4,Cloudy,82,23,5,10
1453,140,4,2025-10-18 23:07:44,takeaway,42,2,Hồng Trà Sữa Trân Châu,9,TRÀ SỮA,tea,cold,1,1,26.1,Sunny,78,23,5,10
830,32,1,2025-10-18 22:49:44,takeaway,26,2,Cà Phê Sữa Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.3,Sunny,83,22,5,10
679,10,7,2025-10-18 22:21:44,takeaway,40,2,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,25.7,Sunny,81,22,5,10
1076,151,9,2025-10-18 18:09:44,takeaway,41,1,Hồng Trà Sữa Nóng,9,TRÀ SỮA,tea,hot,1,1,28.8,Rainy,77,18,5,10
1076,151,9,2025-10-18 18:09:44,takeaway,50,1,Mít Sấy,11,BÁNH NGỌT,food,room,0,0,28.8,Rainy,77,18,5,10
1076,151,9,2025-10-18 18:09:44,takeaway,30,2,Matcha Latte Tây Bắc (Nóng),7,MATCHA TÂY BẮC,tea,hot,0,1,28.8,Rainy,77,18,5,10
713,103,8,2025-10-18 08:29:44,delivery,33,1,Matcha Latte,7,MATCHA TÂY BẮC,tea,cold,0,1,29.0,Cloudy,81,8,5,10
352,152,5,2025-10-18 07:35:44,takeaway,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,28.2,Rainy,83,7,5,10
444,30,9,2025-10-18 06:52:44,takeaway,16,1,Latte Nóng,3,LATTE,coffee,hot,1,1,27.9,Rainy,79,6,5,10
444,30,9,2025-10-18 06:52:44,takeaway,55,2,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,27.9,Rainy,79,6,5,10
659,129,9,2025-10-18 02:00:44,takeaway,38,1,Oolong Tứ Quý Sen,8,TRÀ TRÁI CÂY,tea,cold,1,1,27.4,Sunny,81,2,5,10
249,150,15,2025-10-17 22:38:44,delivery,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,29.6,Rainy,79,22,4,10
732,68,13,2025-10-17 22:38:44,takeaway,45,1,Chocolate Đá,10,CHOCOLATE,chocolate,cold,0,1,26.8,Rainy,76,22,4,10
1173,126,13,2025-10-17 20:50:44,takeaway,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,27.4,Cloudy,79,20,4,10
755,139,4,2025-10-17 20:26:44,takeaway,43,2,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,25.4,Cloudy,83,20,4,10
363,46,13,2025-10-17 19:23:44,takeaway,11,2,Americano Nóng,2,AMERICANO,coffee,hot,1,0,26.5,Cloudy,75,19,4,10
818,8,11,2025-10-17 06:32:44,takeaway,33,1,Matcha Latte,7,MATCHA TÂY BẮC,tea,cold,0,1,27.0,Cloudy,79,6,4,10
93,63,2,2025-10-17 05:38:44,takeaway,9,2,A-Mê Mơ,2,AMERICANO,coffee,cold,1,0,28.6,Sunny,80,5,4,10
1471,23,10,2025-10-17 05:02:44,takeaway,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,26.6,Cloudy,82,5,4,10
1505,53,14,2025-10-17 03:21:44,takeaway,11,1,Americano Nóng,2,AMERICANO,coffee,hot,1,0,26.6,Rainy,76,3,4,10
826,11,13,2025-10-17 01:36:44,delivery,43,1,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,27.9,Cloudy,79,1,4,10
83,130,8,2025-10-16 21:25:44,dine-in,17,1,Frappe Matcha Tây Bắc,4,FRAPPE,tea,cold,0,1,27.5,Rainy,82,21,3,10
83,130,8,2025-10-16 21:25:44,dine-in,56,2,Mousse Tiramisu,11,BÁNH NGỌT,food,cold,1,1,27.5,Rainy,82,21,3,10
105,168,11,2025-10-16 19:45:44,dine-in,1,2,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,27.9,Rainy,75,19,3,10
1416,29,9,2025-10-16 08:27:44,takeaway,16,1,Latte Nóng,3,LATTE,coffee,hot,1,1,29.3,Cloudy,83,8,3,10
1067,158,12,2025-10-16 07:33:44,dine-in,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,29.5,Cloudy,83,7,3,10
1067,158,12,2025-10-16 07:33:44,dine-in,61,2,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,29.5,Cloudy,83,7,3,10
733,64,1,2025-10-16 05:46:44,dine-in,3,1,Cappuccino Đá,1,ESPRESSO,coffee,cold,1,1,25.2,Cloudy,81,5,3,10
814,115,12,2025-10-16 02:56:44,takeaway,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,28.4,Sunny,78,2,3,10
814,115,12,2025-10-16 02:56:44,takeaway,59,2,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,28.4,Sunny,78,2,3,10
664,126,1,2025-10-15 23:26:44,dine-in,45,2,Chocolate Đá,10,CHOCOLATE,chocolate,cold,0,1,29.6,Rainy,80,23,2,10
664,126,1,2025-10-15 23:26:44,dine-in,54,2,Mochi Kem Chocolate,11,BÁNH NGỌT,food,cold,0,1,29.6,Rainy,80,23,2,10
512,163,7,2025-10-15 21:50:44,delivery,44,1,Trà Sữa Oolong BLao,9,TRÀ SỮA,tea,cold,1,1,26.9,Sunny,75,21,2,10
512,163,7,2025-10-15 21:50:44,delivery,53,1,Mochi Kem Việt Quất,11,BÁNH NGỌT,food,cold,0,1,26.9,Sunny,75,21,2,10
629,152,1,2025-10-15 19:26:44,dine-in,46,1,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,28.0,Rainy,81,19,2,10
1498,133,5,2025-10-15 08:13:44,dine-in,8,1,A-Mê Đào,2,AMERICANO,coffee,cold,1,0,26.8,Cloudy,76,8,2,10
511,150,4,2025-10-15 05:56:44,delivery,24,2,Cà Phê Sữa Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,25.0,Cloudy,78,5,2,10
511,150,4,2025-10-15 05:56:44,delivery,48,1,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,25.0,Cloudy,78,5,2,10
1052,46,15,2025-10-14 23:40:44,takeaway,4,1,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,27.0,Sunny,80,23,1,10
1052,46,15,2025-10-14 23:40:44,takeaway,52,2,Mochi Kem Phúc Bồn Tử,11,BÁNH NGỌT,food,cold,0,1,27.0,Sunny,80,23,1,10
1135,140,4,2025-10-14 21:22:44,dine-in,14,1,Latte Bạc Xỉu,3,LATTE,coffee,cold,1,1,29.2,Cloudy,83,21,1,10
1150,93,10,2025-10-14 19:59:44,dine-in,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,27.3,Sunny,82,19,1,10
1150,93,10,2025-10-14 19:59:44,dine-in,60,1,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,27.3,Sunny,82,19,1,10
1333,82,10,2025-10-14 19:05:44,delivery,1,2,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,25.5,Rainy,78,19,1,10
1333,82,10,2025-10-14 19:05:44,delivery,59,1,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,25.5,Rainy,78,19,1,10
761,146,10,2025-10-14 05:42:44,dine-in,40,2,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,25.5,Cloudy,79,5,1,10
1158,128,14,2025-10-13 22:31:44,dine-in,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,28.5,Sunny,77,22,0,10
1138,164,13,2025-10-13 22:03:44,dine-in,17,1,Frappe Matcha Tây Bắc,4,FRAPPE,tea,cold,0,1,25.8,Rainy,76,22,0,10
386,28,4,2025-10-13 20:41:44,takeaway,32,2,Matcha Latte Tây Bắc Sữa Yến Mạch,7,MATCHA TÂY BẮC,tea,cold,0,1,28.5,Sunny,81,20,0,10
386,28,4,2025-10-13 20:41:44,takeaway,53,1,Mochi Kem Việt Quất,11,BÁNH NGỌT,food,cold,0,1,28.5,Sunny,81,20,0,10
1485,152,12,2025-10-13 19:18:44,takeaway,31,2,Matcha Latte Tây Bắc Sữa Yến Mạch (Nóng),7,MATCHA TÂY BẮC,tea,hot,0,1,29.6,Rainy,83,19,0,10
589,136,8,2025-10-13 19:15:44,dine-in,1,2,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,25.9,Cloudy,79,19,0,10
589,136,8,2025-10-13 19:15:44,dine-in,62,1,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,25.9,Cloudy,79,19,0,10
956,91,5,2025-10-13 18:52:44,takeaway,28,1,Cold Brew Kim Quất,6,COLD BREW,coffee,cold,1,0,26.4,Cloudy,79,18,0,10
362,86,3,2025-10-13 08:49:44,dine-in,46,1,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,27.3,Rainy,82,8,0,10
362,86,3,2025-10-13 08:49:44,dine-in,55,1,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,27.3,Rainy,82,8,0,10
924,169,2,2025-10-13 08:18:44,takeaway,28,1,Cold Brew Kim Quất,6,COLD BREW,coffee,cold,1,0,27.2,Sunny,78,8,0,10
673,38,9,2025-10-13 06:57:44,dine-in,33,1,Matcha Latte,7,MATCHA TÂY BẮC,tea,cold,0,1,27.4,Cloudy,83,6,0,10
355,81,11,2025-10-13 06:44:44,dine-in,15,2,Latte Hazelnut,3,LATTE,coffee,cold,1,1,29.4,Sunny,83,6,0,10
236,32,12,2025-10-13 05:40:44,dine-in,12,1,Latte Hạnh Nhân,3,LATTE,coffee,cold,1,1,28.1,Sunny,76,5,0,10
236,32,12,2025-10-13 05:40:44,dine-in,63,1,Chà Bông Phô Mai,12,BÁNH MẶN,food,room,0,1,28.1,Sunny,76,5,0,10
346,131,6,2025-10-13 02:09:44,takeaway,26,2,Cà Phê Sữa Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,29.3,Sunny,78,2,0,10
1269,45,13,2025-10-13 02:07:44,takeaway,4,1,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,26.9,Rainy,75,2,0,10
1269,45,13,2025-10-13 02:07:44,takeaway,58,1,Butter Croissant,12,BÁNH MẶN,food,room,0,1,26.9,Rainy,75,2,0,10
1475,37,7,2025-10-13 02:03:44,dine-in,25,1,Cà Phê Đen Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,0,27.2,Sunny,79,2,0,10
1054,130,3,2025-10-12 23:06:44,takeaway,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,28.6,Rainy,80,23,6,10
507,68,11,2025-10-12 21:02:44,delivery,4,1,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,26.6,Rainy,77,21,6,10
507,68,11,2025-10-12 21:02:44,delivery,45,2,Chocolate Đá,10,CHOCOLATE,chocolate,cold,0,1,26.6,Rainy,77,21,6,10
945,16,4,2025-10-12 20:52:44,dine-in,40,1,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,29.0,Cloudy,79,20,6,10
1074,134,2,2025-10-12 19:15:44,delivery,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,26.3,Cloudy,82,19,6,10
1074,134,2,2025-10-12 19:15:44,delivery,59,2,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,26.3,Cloudy,82,19,6,10
707,123,14,2025-10-12 18:57:44,dine-in,24,2,Cà Phê Sữa Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,27.4,Rainy,80,18,6,10
612,47,2,2025-10-12 07:39:44,dine-in,34,1,Matcha Tây Bắc Trân Châu Hoàng Kim,7,MATCHA TÂY BẮC,tea,cold,0,1,25.1,Sunny,83,7,6,10
845,57,12,2025-10-12 05:52:44,dine-in,31,2,Matcha Latte Tây Bắc Sữa Yến Mạch (Nóng),7,MATCHA TÂY BẮC,tea,hot,0,1,26.2,Rainy,80,5,6,10
1110,126,7,2025-10-12 03:20:44,takeaway,36,1,Trà Đào Cam Sả - Đá,8,TRÀ TRÁI CÂY,tea,cold,1,0,28.3,Cloudy,77,3,6,10
1110,126,7,2025-10-12 03:20:44,takeaway,48,2,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,28.3,Cloudy,77,3,6,10
606,151,6,2025-10-12 03:05:44,takeaway,43,2,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,28.9,Cloudy,81,3,6,10
606,151,6,2025-10-12 03:05:44,takeaway,55,1,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,28.9,Cloudy,81,3,6,10
751,46,12,2025-10-12 02:44:44,takeaway,11,2,Americano Nóng,2,AMERICANO,coffee,hot,1,0,29.3,Rainy,83,2,6,10
58,28,3,2025-10-12 00:41:44,takeaway,10,1,A-Mê Thanh Yên,2,AMERICANO,coffee,cold,1,0,26.8,Cloudy,78,0,6,10
1397,56,2,2025-10-12 00:03:44,takeaway,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,29.6,Sunny,81,0,6,10
1397,56,2,2025-10-12 00:03:44,takeaway,57,2,Mousse Gấu Chocolate,11,BÁNH NGỌT,food,cold,0,1,29.6,Sunny,81,0,6,10
326,99,7,2025-10-11 23:12:44,dine-in,28,1,Cold Brew Kim Quất,6,COLD BREW,coffee,cold,1,0,26.4,Cloudy,76,23,5,10
1474,49,14,2025-10-11 04:49:44,takeaway,23,1,Cà Phê Đen Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,0,29.5,Rainy,83,4,5,10
1474,49,14,2025-10-11 04:49:44,takeaway,52,2,Mochi Kem Phúc Bồn Tử,11,BÁNH NGỌT,food,cold,0,1,29.5,Rainy,83,4,5,10
1293,25,4,2025-10-11 03:29:44,dine-in,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,25.5,Rainy,81,3,5,10
1221,51,1,2025-10-11 01:19:44,dine-in,46,1,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,25.0,Rainy,75,1,5,10
1221,51,1,2025-10-11 01:19:44,dine-in,53,2,Mochi Kem Việt Quất,11,BÁNH NGỌT,food,cold,0,1,25.0,Rainy,75,1,5,10
669,82,13,2025-10-10 23:18:44,dine-in,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,25.3,Rainy,80,23,4,10
889,113,3,2025-10-10 20:17:44,dine-in,45,2,Chocolate Đá,10,CHOCOLATE,chocolate,cold,0,1,27.5,Cloudy,76,20,4,10
725,109,2,2025-10-10 20:08:44,delivery,12,1,Latte Hạnh Nhân,3,LATTE,coffee,cold,1,1,29.6,Sunny,78,20,4,10
725,109,2,2025-10-10 20:08:44,delivery,59,1,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,29.6,Sunny,78,20,4,10
1340,106,5,2025-10-10 19:31:44,takeaway,21,1,Bạc Xỉu,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.2,Sunny,83,19,4,10
1340,106,5,2025-10-10 19:31:44,takeaway,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,28.2,Sunny,83,19,4,10
1255,148,8,2025-10-10 07:34:44,takeaway,6,1,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,27.8,Rainy,83,7,4,10
1255,148,8,2025-10-10 07:34:44,takeaway,49,1,Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,27.8,Rainy,83,7,4,10
452,86,1,2025-10-10 06:18:44,dine-in,34,1,Matcha Tây Bắc Trân Châu Hoàng Kim,7,MATCHA TÂY BẮC,tea,cold,0,1,25.8,Cloudy,81,6,4,10
452,86,1,2025-10-10 06:18:44,dine-in,53,2,Mochi Kem Việt Quất,11,BÁNH NGỌT,food,cold,0,1,25.8,Cloudy,81,6,4,10
476,85,7,2025-10-09 23:37:44,takeaway,1,1,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,28.8,Cloudy,80,23,3,10
483,94,10,2025-10-09 19:39:44,takeaway,29,2,Matcha Latte Tây Bắc,7,MATCHA TÂY BẮC,tea,cold,0,1,25.3,Sunny,75,19,3,10
1441,114,4,2025-10-09 19:08:44,takeaway,1,2,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,29.3,Cloudy,76,19,3,10
1480,11,8,2025-10-09 06:55:44,takeaway,43,1,Trà Đen Macchiato,9,TRÀ SỮA,tea,cold,1,1,27.7,Sunny,82,6,3,10
1258,157,8,2025-10-09 00:45:44,delivery,40,2,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,27.1,Sunny,75,0,3,10
1258,157,8,2025-10-09 00:45:44,delivery,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,27.1,Sunny,75,0,3,10
80,21,9,2025-10-08 23:09:44,dine-in,41,1,Hồng Trà Sữa Nóng,9,TRÀ SỮA,tea,hot,1,1,25.5,Rainy,83,23,2,10
409,10,1,2025-10-08 19:59:44,takeaway,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,26.0,Sunny,78,19,2,10
409,10,1,2025-10-08 19:59:44,takeaway,62,2,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,26.0,Sunny,78,19,2,10
567,37,9,2025-10-08 03:16:44,takeaway,19,2,Bạc Xỉu Foam Dừa,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,26.4,Sunny,78,3,2,10
242,39,5,2025-10-08 02:26:44,delivery,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,25.7,Rainy,79,2,2,10
1281,22,10,2025-10-08 00:57:44,dine-in,26,1,Cà Phê Sữa Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,25.2,Sunny,83,0,2,10
1232,49,7,2025-10-07 22:05:44,dine-in,6,1,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,28.7,Cloudy,75,22,1,10
1232,49,7,2025-10-07 22:05:44,dine-in,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,28.7,Cloudy,75,22,1,10
1232,49,7,2025-10-07 22:05:44,dine-in,38,2,Oolong Tứ Quý Sen,8,TRÀ TRÁI CÂY,tea,cold,1,1,28.7,Cloudy,75,22,1,10
869,80,14,2025-10-07 21:49:44,dine-in,2,2,Espresso Đá,1,ESPRESSO,coffee,cold,1,0,25.6,Cloudy,77,21,1,10
