variant_id,product_id,variant_type,name,price_adjustment,is_active
528,22,Topping,"Trân Châu Đen",10000.000,1
529,23,Topping,"Trân Châu Đen",10000.000,1
530,24,Topping,"Trân Châu Đen",10000.000,1
531,25,Topping,"Trân Châu Đen",10000.000,1
532,26,Topping,"Trân Châu Đen",10000.000,1
533,27,Topping,"Trân Châu Đen",10000.000,1
534,28,Topping,"Trân Châu Đen",10000.000,1
535,29,Topping,"Trân Châu Đen",10000.000,1
536,30,Topping,"Trân Châu Đen",10000.000,1
537,31,Topping,"Trân Châu Đen",10000.000,1
538,32,Topping,"Trân Châu Đen",10000.000,1
539,33,Topping,"Trân Châu Đen",10000.000,1
540,34,Topping,"Trân Châu Đen",10000.000,1
541,35,Topping,"Trân Châu Đen",10000.000,1
542,36,Topping,"Trân Châu Đen",10000.000,1
543,37,Topping,"Trân Châu Đen",10000.000,1
544,38,Topping,"Trân Châu Đen",10000.000,1
545,39,Topping,"Trân Châu Đen",10000.000,1
546,40,Topping,"Trân Châu Đen",10000.000,1
547,41,Topping,"Trân Châu Đen",10000.000,1
548,42,Topping,"Trân Châu Đen",10000.000,1
549,43,Topping,"Trân Châu Đen",10000.000,1
550,44,Topping,"Trân Châu Đen",10000.000,1
551,45,Topping,"Trân Châu Đen",10000.000,1
552,46,Topping,"Trân Châu Đen",10000.000,1
553,1,Topping,"Trân Châu Lá Dứa",10000.000,1
554,2,Topping,"Trân Châu Lá Dứa",10000.000,1
555,3,Topping,"Trân Châu Lá Dứa",10000.000,1
556,4,Topping,"Trân Châu Lá Dứa",10000.000,1
557,5,Topping,"Trân Châu Lá Dứa",10000.000,1
558,6,Topping,"Trân Châu Lá Dứa",10000.000,1
559,7,Topping,"Trân Châu Lá Dứa",10000.000,1
560,8,Topping,"Trân Châu Lá Dứa",10000.000,1
561,9,Topping,"Trân Châu Lá Dứa",10000.000,1
562,10,Topping,"Trân Châu Lá Dứa",10000.000,1
563,11,Topping,"Trân Châu Lá Dứa",10000.000,1
564,12,Topping,"Trân Châu Lá Dứa",10000.000,1
565,13,Topping,"Trân Châu Lá Dứa",10000.000,1
566,14,Topping,"Trân Châu Lá Dứa",10000.000,1
567,15,Topping,"Trân Châu Lá Dứa",10000.000,1
568,16,Topping,"Trân Châu Lá Dứa",10000.000,1
569,17,Topping,"Trân Châu Lá Dứa",10000.000,1
570,18,Topping,"Trân Châu Lá Dứa",10000.000,1
571,19,Topping,"Trân Châu Lá Dứa",10000.000,1
572,20,Topping,"Trân Châu Lá Dứa",10000.000,1
573,21,Topping,"Trân Châu Lá Dứa",10000.000,1
574,22,Topping,"Trân Châu Lá Dứa",10000.000,1
575,23,Topping,"Trân Châu Lá Dứa",10000.000,1
576,24,Topping,"Trân Châu Lá Dứa",10000.000,1
577,25,Topping,"Trân Châu Lá Dứa",10000.000,1
578,26,Topping,"Trân Châu Lá Dứa",10000.000,1
579,27,Topping,"Trân Châu Lá Dứa",10000.000,1
580,28,Topping,"Trân Châu Lá Dứa",10000.000,1
581,29,Topping,"Trân Châu Lá Dứa",10000.000,1
582,30,Topping,"Trân Châu Lá Dứa",10000.000,1
583,31,Topping,"Trân Châu Lá Dứa",10000.000,1
584,32,Topping,"Trân Châu Lá Dứa",10000.000,1
585,33,Topping,"Trân Châu Lá Dứa",10000.000,1
586,34,Topping,"Trân Châu Lá Dứa",10000.000,1
587,35,Topping,"Trân Châu Lá Dứa",10000.000,1
588,36,Topping,"Trân Châu Lá Dứa",10000.000,1
589,37,Topping,"Trân Châu Lá Dứa",10000.000,1
590,38,Topping,"Trân Châu Lá Dứa",10000.000,1
591,39,Topping,"Trân Châu Lá Dứa",10000.000,1
592,40,Topping,"Trân Châu Lá Dứa",10000.000,1
593,41,Topping,"Trân Châu Lá Dứa",10000.000,1
594,42,Topping,"Trân Châu Lá Dứa",10000.000,1
595,43,Topping,"Trân Châu Lá Dứa",10000.000,1
596,44,Topping,"Trân Châu Lá Dứa",10000.000,1
597,45,Topping,"Trân Châu Lá Dứa",10000.000,1
598,46,Topping,"Trân Châu Lá Dứa",10000.000,1
599,1,Topping,"Trân Châu Tuyết Trắng",10000.000,1
600,2,Topping,"Trân Châu Tuyết Trắng",10000.000,1
601,3,Topping,"Trân Châu Tuyết Trắng",10000.000,1
602,4,Topping,"Trân Châu Tuyết Trắng",10000.000,1
603,5,Topping,"Trân Châu Tuyết Trắng",10000.000,1
604,6,Topping,"Trân Châu Tuyết Trắng",10000.000,1
605,7,Topping,"Trân Châu Tuyết Trắng",10000.000,1
606,8,Topping,"Trân Châu Tuyết Trắng",10000.000,1
607,9,Topping,"Trân Châu Tuyết Trắng",10000.000,1
608,10,Topping,"Trân Châu Tuyết Trắng",10000.000,1
609,11,Topping,"Trân Châu Tuyết Trắng",10000.000,1
610,12,Topping,"Trân Châu Tuyết Trắng",10000.000,1
611,13,Topping,"Trân Châu Tuyết Trắng",10000.000,1
612,14,Topping,"Trân Châu Tuyết Trắng",10000.000,1
613,15,Topping,"Trân Châu Tuyết Trắng",10000.000,1
614,16,Topping,"Trân Châu Tuyết Trắng",10000.000,1
615,17,Topping,"Trân Châu Tuyết Trắng",10000.000,1
616,18,Topping,"Trân Châu Tuyết Trắng",10000.000,1
617,19,Topping,"Trân Châu Tuyết Trắng",10000.000,1
618,20,Topping,"Trân Châu Tuyết Trắng",10000.000,1
619,21,Topping,"Trân Châu Tuyết Trắng",10000.000,1
620,22,Topping,"Trân Châu Tuyết Trắng",10000.000,1
621,23,Topping,"Trân Châu Tuyết Trắng",10000.000,1
622,24,Topping,"Trân Châu Tuyết Trắng",10000.000,1
623,25,Topping,"Trân Châu Tuyết Trắng",10000.000,1
624,26,Topping,"Trân Châu Tuyết Trắng",10000.000,1
625,27,Topping,"Trân Châu Tuyết Trắng",10000.000,1
626,28,Topping,"Trân Châu Tuyết Trắng",10000.000,1
627,29,Topping,"Trân Châu Tuyết Trắng",10000.000,1
628,30,Topping,"Trân Châu Tuyết Trắng",10000.000,1
629,31,Topping,"Trân Châu Tuyết Trắng",10000.000,1
630,32,Topping,"Trân Châu Tuyết Trắng",10000.000,1
631,33,Topping,"Trân Châu Tuyết Trắng",10000.000,1
632,34,Topping,"Trân Châu Tuyết Trắng",10000.000,1
633,35,Topping,"Trân Châu Tuyết Trắng",10000.000,1
634,36,Topping,"Trân Châu Tuyết Trắng",10000.000,1
635,37,Topping,"Trân Châu Tuyết Trắng",10000.000,1
636,38,Topping,"Trân Châu Tuyết Trắng",10000.000,1
637,39,Topping,"Trân Châu Tuyết Trắng",10000.000,1
638,40,Topping,"Trân Châu Tuyết Trắng",10000.000,1
639,41,Topping,"Trân Châu Tuyết Trắng",10000.000,1
640,42,Topping,"Trân Châu Tuyết Trắng",10000.000,1
641,43,Topping,"Trân Châu Tuyết Trắng",10000.000,1
642,44,Topping,"Trân Châu Tuyết Trắng",10000.000,1
643,45,Topping,"Trân Châu Tuyết Trắng",10000.000,1
644,46,Topping,"Trân Châu Tuyết Trắng",10000.000,1
