id,order_id,temperature,weather_condition,humidity,recorded_at
462,474,27.3,Rainy,81,"2025-08-29 05:01:44"
463,475,30.1,Cloudy,87,"2025-06-10 18:54:44"
464,476,28.8,Cloudy,80,"2025-10-09 23:37:44"
465,477,27.0,Cool,79,"2025-11-19 05:03:44"
466,478,25.7,Rainy,86,"2025-06-17 19:40:44"
467,479,28.8,Cloudy,72,"2025-11-01 18:30:44"
468,480,27.2,Rainy,81,"2025-06-23 21:26:44"
469,481,25.2,Rainy,79,"2025-07-02 07:02:44"
470,482,28.9,Cloudy,82,"2025-09-06 20:23:44"
471,483,25.3,Sunny,75,"2025-10-09 19:39:44"
472,484,25.3,Cloudy,81,"2025-07-31 05:55:44"
473,485,25.3,Cloudy,82,"2025-08-24 02:37:44"
474,486,29.9,Sunny,82,"2025-10-05 08:03:44"
475,487,24.6,Cloudy,71,"2025-11-22 05:57:44"
476,488,25.5,Cloudy,73,"2025-11-03 03:14:44"
477,489,24.7,Cool,74,"2025-11-07 07:50:44"
478,490,27.2,Cloudy,83,"2025-06-13 07:10:44"
479,491,29.6,Sunny,78,"2025-09-25 08:31:44"
480,492,29.2,Hot,82,"2025-06-25 02:38:44"
481,493,28.0,Cool,74,"2025-11-29 02:20:44"
482,494,30.8,Cloudy,80,"2025-08-25 21:54:44"
483,495,26.4,Rainy,79,"2025-08-30 02:54:44"
484,496,28.0,Cloudy,78,"2025-08-10 06:37:44"
485,497,27.3,Cloudy,80,"2025-07-14 19:37:44"
486,498,27.0,Cloudy,71,"2025-11-21 01:48:44"
487,499,30.1,Rainy,81,"2025-08-07 05:13:44"
488,500,28.6,Cloudy,80,"2025-09-27 20:37:44"
489,501,30.7,Hot,88,"2025-06-18 00:50:44"
490,502,26.7,Rainy,76,"2025-10-02 05:22:44"
491,503,28.3,Rainy,84,"2025-07-04 02:01:44"
492,504,25.8,Cloudy,86,"2025-06-25 07:23:44"
493,505,28.1,Hot,81,"2025-06-09 08:06:44"
494,506,28.6,Cloudy,80,"2025-06-22 05:15:44"
495,507,26.6,Rainy,77,"2025-10-12 21:02:44"
496,508,26.1,Cloudy,72,"2025-11-26 19:33:44"
497,509,28.6,Cloudy,78,"2025-08-14 19:46:44"
498,510,27.4,Cloudy,82,"2025-09-01 01:36:44"
499,511,25.0,Cloudy,78,"2025-10-15 05:56:44"
500,512,26.9,Sunny,75,"2025-10-15 21:50:44"
501,513,29.3,Rainy,80,"2025-07-17 19:46:44"
502,514,24.8,Cool,75,"2025-11-05 01:19:44"
503,515,27.9,Cloudy,83,"2025-10-02 19:02:44"
504,516,28.5,Cloudy,86,"2025-07-03 21:25:44"
505,517,25.2,Rainy,80,"2025-10-27 01:39:44"
506,518,26.6,Sunny,78,"2025-11-18 04:35:44"
507,519,30.6,Rainy,79,"2025-07-16 04:34:44"
508,520,30.0,Rainy,79,"2025-06-21 00:54:44"
509,521,25.4,Cool,75,"2025-11-24 02:30:44"
510,522,28.4,Cloudy,82,"2025-10-18 23:07:44"
511,523,25.8,Cool,76,"2025-11-11 19:14:44"
512,524,27.5,Cloudy,84,"2025-07-01 23:51:44"
513,525,29.3,Rainy,83,"2025-07-01 04:01:44"
514,526,29.3,Rainy,88,"2025-08-12 07:14:44"
515,527,26.1,Rainy,75,"2025-10-03 20:24:44"
516,528,26.2,Cloudy,74,"2025-11-12 19:12:44"
517,529,25.5,Sunny,85,"2025-09-19 18:34:44"
518,530,29.6,Rainy,78,"2025-10-28 18:44:44"
519,531,26.4,Cloudy,80,"2025-08-10 04:44:44"
520,532,26.7,Sunny,77,"2025-09-04 09:05:44"
521,533,27.2,Cloudy,80,"2025-06-22 18:37:44"
522,534,30.8,Hot,80,"2025-06-12 03:04:44"
523,535,26.4,Cool,75,"2025-11-15 06:48:44"
524,536,25.5,Rainy,82,"2025-08-07 06:38:44"
525,537,30.2,Rainy,77,"2025-09-22 06:23:44"
526,538,27.3,Cloudy,83,"2025-07-04 23:14:44"
527,539,29.6,Rainy,81,"2025-10-31 19:48:44"
528,540,25.1,Cloudy,74,"2025-11-15 19:08:44"
529,541,27.3,Rainy,83,"2025-07-24 00:14:44"
530,542,30.5,Rainy,83,"2025-08-20 22:24:44"
531,543,27.4,Hot,86,"2025-06-18 00:00:44"
532,544,26.9,Cloudy,85,"2025-06-19 01:39:44"
533,545,26.4,Rainy,79,"2025-09-07 23:46:44"
534,546,27.8,Rainy,82,"2025-06-28 18:23:44"
535,547,25.3,Cloudy,88,"2025-06-21 20:57:44"
536,548,28.5,Rainy,82,"2025-08-25 18:30:44"
537,549,24.3,Cool,73,"2025-11-27 19:34:44"
538,550,29.5,Sunny,76,"2025-10-02 18:24:44"
539,551,29.9,Cloudy,86,"2025-08-17 05:54:44"
540,552,30.9,Rainy,84,"2025-09-12 05:14:44"
541,553,25.9,Sunny,81,"2025-10-29 08:33:44"
542,554,29.3,Rainy,79,"2025-06-18 22:08:44"
543,555,25.1,Cool,74,"2025-11-27 21:54:44"
544,556,30.8,Sunny,82,"2025-09-30 18:25:44"
545,557,30.6,Rainy,78,"2025-09-03 19:42:44"
546,558,30.9,Rainy,83,"2025-09-26 03:21:44"
547,559,28.4,Sunny,75,"2025-10-12 00:06:44"
548,560,28.2,Rainy,88,"2025-06-10 22:01:44"
549,561,29.0,Cloudy,85,"2025-06-09 07:17:44"
550,562,30.9,Rainy,80,"2025-07-04 00:04:44"
551,563,27.3,Sunny,76,"2025-10-04 02:53:44"
552,564,26.9,Sunny,83,"2025-09-23 08:23:44"
553,565,28.9,Rainy,78,"2025-08-11 02:35:44"
554,566,28.1,Cloudy,88,"2025-08-15 23:17:44"
555,567,26.4,Sunny,78,"2025-10-08 03:16:44"
556,568,27.3,Sunny,79,"2025-11-21 07:32:44"
557,569,30.3,Rainy,79,"2025-07-13 03:14:44"
558,570,25.4,Rainy,84,"2025-07-15 18:10:44"
559,571,27.3,Cloudy,83,"2025-09-20 06:50:44"
560,572,28.7,Cloudy,78,"2025-09-22 19:50:44"
561,573,28.4,Rainy,76,"2025-09-27 00:41:44"
562,574,25.0,Sunny,85,"2025-09-09 18:49:44"
563,575,28.4,Cloudy,76,"2025-11-15 19:04:44"
564,576,29.3,Cloudy,79,"2025-08-12 19:31:44"
565,577,26.8,Rainy,79,"2025-07-12 18:28:44"
566,578,28.7,Cloudy,77,"2025-11-10 22:27:44"
567,579,26.9,Rainy,83,"2025-08-24 02:23:44"
568,580,27.4,Cloudy,80,"2025-08-13 19:06:44"
569,581,27.2,Cloudy,75,"2025-09-18 23:52:44"
570,582,30.6,Cloudy,83,"2025-07-14 06:44:44"
571,583,30.5,Sunny,76,"2025-09-29 18:33:44"
572,584,26.2,Rainy,84,"2025-08-23 04:03:44"
573,585,23.1,Cloudy,68,"2025-12-01 00:21:44"
574,586,27.5,Rainy,82,"2025-10-29 22:36:44"
575,587,28.2,Cloudy,82,"2025-06-07 01:19:44"
576,588,26.3,Cloudy,78,"2025-06-28 02:24:44"
577,589,25.9,Cloudy,79,"2025-10-13 19:15:44"
578,590,28.5,Cool,77,"2025-11-16 04:58:44"
579,591,28.5,Rainy,78,"2025-06-14 18:41:44"
580,592,29.2,Rainy,87,"2025-07-01 23:57:44"
581,593,29.0,Rainy,87,"2025-06-17 05:57:44"
582,594,26.0,Rainy,79,"2025-09-14 21:59:44"
583,595,29.4,Rainy,86,"2025-08-17 04:34:44"
584,596,30.1,Cloudy,85,"2025-08-31 21:01:44"
585,597,27.1,Rainy,78,"2025-06-29 06:01:44"
586,598,29.8,Cloudy,88,"2025-06-09 19:59:44"
587,599,24.5,Cool,71,"2025-11-01 00:51:44"
588,600,27.9,Cloudy,80,"2025-09-18 23:51:44"
589,601,29.3,Hot,88,"2025-06-27 20:23:44"
590,602,30.9,Cloudy,82,"2025-08-17 20:58:44"
591,603,26.2,Cloudy,79,"2025-07-17 19:54:44"
592,604,26.3,Cool,70,"2025-12-01 00:50:44"
593,605,25.8,Cloudy,82,"2025-08-30 18:54:44"
594,606,28.9,Cloudy,81,"2025-10-12 03:05:44"
595,607,29.6,Hot,82,"2025-06-30 01:04:44"
596,608,27.1,Rainy,75,"2025-10-02 04:19:44"
597,609,26.0,Cloudy,84,"2025-07-13 00:55:44"
598,610,29.2,Cloudy,86,"2025-08-24 08:30:44"
599,611,27.3,Rainy,82,"2025-06-25 20:58:44"
600,612,25.1,Sunny,83,"2025-10-12 07:39:44"
601,613,28.5,Cloudy,77,"2025-09-18 02:46:44"
602,614,28.4,Rainy,78,"2025-10-19 03:16:44"
603,615,26.8,Cloudy,76,"2025-11-16 05:14:44"
604,616,27.5,Cloudy,70,"2025-12-01 08:13:44"
605,617,27.7,Rainy,84,"2025-08-17 22:16:44"
606,618,24.8,Cloudy,73,"2025-11-28 06:30:44"
607,619,25.6,Rainy,77,"2025-10-12 04:21:44"
608,620,28.3,Cool,80,"2025-11-05 22:48:44"
609,621,30.4,Rainy,84,"2025-07-04 04:33:44"
610,622,29.4,Hot,85,"2025-06-10 23:00:44"
611,623,28.1,Rainy,83,"2025-08-31 18:22:44"
612,624,29.5,Cloudy,75,"2025-10-30 01:04:44"
613,625,28.2,Cloudy,78,"2025-10-03 01:36:44"
614,626,26.2,Sunny,79,"2025-11-22 23:30:44"
615,627,27.9,Sunny,83,"2025-10-27 07:37:44"
616,628,28.4,Rainy,81,"2025-07-31 05:29:44"
617,629,28.0,Rainy,81,"2025-10-15 19:26:44"
618,630,28.3,Rainy,81,"2025-09-06 19:52:44"
619,631,26.0,Cool,73,"2025-11-04 00:30:44"
620,632,28.3,Rainy,79,"2025-07-27 19:18:44"
621,633,27.0,Cloudy,75,"2025-11-07 03:26:44"
622,634,30.9,Rainy,81,"2025-08-20 07:54:44"
623,635,28.2,Cloudy,79,"2025-08-29 19:39:44"
624,636,27.6,Cloudy,79,"2025-06-14 08:49:44"
625,637,26.2,Cool,75,"2025-11-23 00:35:44"
626,638,27.1,Cloudy,83,"2025-07-01 21:25:44"
627,639,27.1,Cloudy,79,"2025-11-17 21:31:44"
628,640,26.5,Sunny,78,"2025-10-21 02:02:44"
629,641,27.7,Rainy,81,"2025-08-01 05:29:44"
630,642,25.0,Rainy,83,"2025-07-28 03:13:44"
631,643,27.8,Rainy,82,"2025-09-14 19:20:44"
632,644,27.1,Cloudy,88,"2025-06-21 19:40:44"
633,645,28.9,Cloudy,78,"2025-07-10 20:41:44"
634,646,27.0,Rainy,78,"2025-09-10 01:41:44"
635,647,26.3,Cloudy,78,"2025-09-30 04:15:44"
636,648,25.6,Cool,70,"2025-11-16 07:12:44"
637,649,28.2,Cloudy,76,"2025-11-30 02:21:44"
638,650,30.8,Cloudy,77,"2025-09-02 05:16:44"
639,651,29.3,Hot,86,"2025-06-09 04:59:44"
640,652,27.0,Rainy,75,"2025-10-02 06:01:44"
641,653,29.4,Cloudy,88,"2025-08-08 06:15:44"
642,654,30.0,Rainy,78,"2025-06-18 20:02:44"
643,655,25.3,Cloudy,75,"2025-10-19 20:28:44"
644,656,24.1,Cloudy,77,"2025-11-09 18:09:44"
645,657,30.7,Cloudy,85,"2025-08-12 05:46:44"
646,658,29.1,Cloudy,78,"2025-09-23 19:02:44"
647,659,27.4,Sunny,81,"2025-10-18 02:00:44"
648,660,29.2,Hot,84,"2025-06-27 00:17:44"
649,661,28.6,Hot,83,"2025-06-06 04:46:44"
650,662,28.4,Rainy,76,"2025-09-05 23:09:44"
651,663,25.2,Rainy,80,"2025-07-24 01:44:44"
652,664,29.6,Rainy,80,"2025-10-15 23:26:44"
653,665,26.7,Cloudy,81,"2025-08-24 02:44:44"
654,666,25.0,Sunny,70,"2025-11-12 03:16:44"
655,667,27.9,Cool,72,"2025-11-28 03:22:44"
656,668,25.4,Cloudy,86,"2025-07-28 23:46:44"
657,669,25.3,Rainy,80,"2025-10-10 23:18:44"
658,670,28.3,Cloudy,87,"2025-07-06 02:27:44"
659,671,28.0,Cloudy,79,"2025-10-30 18:33:44"
660,672,25.4,Sunny,75,"2025-11-09 04:03:44"
661,673,27.4,Cloudy,83,"2025-10-13 06:57:44"
662,674,26.4,Hot,84,"2025-06-12 20:30:44"
663,675,29.6,Rainy,84,"2025-09-03 01:32:44"
664,676,27.6,Cloudy,72,"2025-11-26 07:39:44"
665,677,26.9,Rainy,79,"2025-10-25 01:01:44"
666,678,26.0,Rainy,86,"2025-08-20 02:55:44"
667,679,25.7,Sunny,81,"2025-10-18 22:21:44"
668,680,27.5,Cool,71,"2025-11-28 03:20:44"
669,681,27.1,Hot,80,"2025-06-21 23:31:44"
670,682,28.9,Cloudy,77,"2025-11-28 22:24:44"
671,683,28.6,Cloudy,82,"2025-10-28 20:53:44"
672,684,25.7,Cloudy,85,"2025-09-11 02:45:44"
673,685,27.2,Cloudy,81,"2025-09-27 02:34:44"
674,686,26.0,Cloudy,83,"2025-10-25 06:24:44"
675,687,29.9,Cloudy,87,"2025-06-30 18:27:44"
676,688,28.4,Rainy,81,"2025-08-04 00:20:44"
677,689,24.4,Cool,72,"2025-11-02 20:08:44"
678,690,28.1,Rainy,79,"2025-09-18 03:42:44"
679,691,26.8,Hot,84,"2025-06-16 23:45:44"
680,692,28.2,Sunny,75,"2025-09-27 08:03:44"
681,693,26.8,Cloudy,77,"2025-10-29 05:21:44"
682,694,25.5,Rainy,86,"2025-07-24 21:03:44"
683,695,26.4,Cool,75,"2025-11-23 07:29:44"
684,696,28.1,Cloudy,84,"2025-08-08 04:40:44"
685,697,26.6,Rainy,81,"2025-07-18 19:33:44"
686,698,29.3,Rainy,81,"2025-09-03 06:35:44"
687,699,29.2,Cloudy,88,"2025-08-30 02:30:44"
688,700,29.9,Cloudy,79,"2025-08-01 07:52:44"
689,701,28.0,Rainy,83,"2025-09-30 23:25:44"
690,702,29.1,Cloudy,81,"2025-06-30 05:09:44"
691,703,26.4,Cloudy,80,"2025-06-17 22:15:44"
692,704,30.2,Rainy,84,"2025-07-03 22:54:44"
693,705,29.1,Cloudy,78,"2025-10-30 22:38:44"
694,706,26.8,Rainy,78,"2025-07-20 06:10:44"
695,707,27.4,Rainy,80,"2025-10-12 18:57:44"
696,708,30.8,Rainy,86,"2025-06-18 20:23:44"
697,709,29.3,Rainy,85,"2025-08-14 09:01:44"
698,710,26.1,Cloudy,88,"2025-07-28 02:06:44"
699,711,27.9,Rainy,83,"2025-06-10 08:14:44"
700,712,25.6,Cool,67,"2025-12-01 02:44:44"
701,713,29.0,Cloudy,81,"2025-10-18 08:29:44"
702,714,25.7,Cloudy,73,"2025-11-25 18:55:44"
703,715,28.2,Cloudy,85,"2025-07-30 08:34:44"
704,716,26.5,Cloudy,70,"2025-11-16 04:21:44"
705,717,25.9,Sunny,81,"2025-10-04 06:43:44"
706,718,25.8,Rainy,84,"2025-07-27 00:45:44"
707,719,25.1,Cloudy,81,"2025-06-13 02:03:44"
708,720,25.4,Cloudy,79,"2025-11-09 20:26:44"
709,721,28.9,Sunny,82,"2025-10-21 02:01:44"
710,722,29.0,Cloudy,81,"2025-10-24 07:21:44"
711,723,29.4,Rainy,85,"2025-07-27 18:49:44"
712,724,27.6,Rainy,79,"2025-07-28 06:54:44"
713,725,29.6,Sunny,78,"2025-10-10 20:08:44"
714,726,29.7,Sunny,79,"2025-09-20 02:50:44"
715,727,25.8,Cloudy,87,"2025-08-17 00:46:44"
716,728,30.2,Cloudy,80,"2025-08-09 08:54:44"
717,729,26.0,Sunny,75,"2025-11-25 00:06:44"
718,730,28.9,Rainy,78,"2025-06-25 04:13:44"
719,731,25.0,Cool,66,"2025-12-02 08:33:44"
720,732,26.8,Rainy,76,"2025-10-17 22:38:44"
721,733,25.2,Cloudy,81,"2025-10-16 05:46:44"
722,734,30.2,Cloudy,83,"2025-08-25 07:22:44"
723,735,29.6,Rainy,79,"2025-08-24 05:51:44"
724,736,26.5,Rainy,82,"2025-09-01 23:45:44"
725,737,24.3,Sunny,74,"2025-11-07 20:45:44"
726,738,30.6,Cloudy,86,"2025-07-04 06:35:44"
727,739,27.1,Cloudy,86,"2025-08-02 00:04:44"
728,740,28.3,Rainy,80,"2025-08-23 03:37:44"
729,741,28.7,Sunny,79,"2025-09-21 07:26:44"
730,742,25.4,Cloudy,74,"2025-11-21 23:23:44"
731,743,27.7,Sunny,84,"2025-09-02 05:25:44"
732,744,26.4,Cloudy,80,"2025-08-01 18:27:44"
733,745,24.8,Cool,72,"2025-11-13 01:13:44"
734,746,29.6,Cloudy,87,"2025-08-17 18:18:44"
735,747,30.7,Cloudy,82,"2025-08-27 21:53:44"
736,748,30.9,Sunny,80,"2025-09-21 06:12:44"
737,749,25.9,Sunny,82,"2025-10-25 01:07:44"
738,750,25.8,Cloudy,88,"2025-07-24 08:34:44"
739,751,29.3,Rainy,83,"2025-10-12 02:44:44"
740,752,29.9,Cloudy,78,"2025-08-03 04:45:44"
741,753,25.9,Sunny,78,"2025-09-01 21:45:44"
742,754,29.4,Rainy,75,"2025-09-18 01:43:44"
743,755,25.4,Cloudy,83,"2025-10-17 20:26:44"
744,756,26.3,Rainy,83,"2025-08-11 21:16:44"
745,757,27.9,Cool,76,"2025-11-06 05:34:44"
746,758,26.9,Rainy,79,"2025-10-30 06:53:44"
747,759,27.5,Sunny,75,"2025-11-15 00:29:44"
748,760,27.6,Cloudy,83,"2025-08-14 07:52:44"
749,761,25.5,Cloudy,79,"2025-10-14 05:42:44"
750,762,27.9,Sunny,77,"2025-09-28 09:03:44"
751,763,30.8,Rainy,85,"2025-08-29 23:48:44"
752,764,28.4,Sunny,76,"2025-10-26 19:13:44"
753,765,25.6,Rainy,81,"2025-08-06 00:34:44"
754,766,25.2,Cloudy,88,"2025-07-13 06:39:44"
755,767,26.2,Cloudy,79,"2025-10-31 04:35:44"
756,768,26.0,Cloudy,80,"2025-11-01 05:31:44"
757,769,30.4,Cloudy,88,"2025-08-31 03:14:44"
758,770,28.5,Rainy,78,"2025-07-23 00:27:44"
759,771,26.4,Sunny,77,"2025-10-11 22:59:44"
760,772,25.7,Rainy,87,"2025-06-06 01:13:44"
761,773,29.3,Sunny,82,"2025-10-07 18:18:44"
762,774,30.7,Cloudy,78,"2025-07-26 02:38:44"
763,775,29.1,Rainy,84,"2025-07-10 05:34:44"
764,776,25.5,Cloudy,79,"2025-07-10 04:07:44"
765,777,23.5,Sunny,74,"2025-12-02 07:58:44"
766,778,30.6,Rainy,83,"2025-06-24 03:29:44"
767,779,25.0,Cloudy,77,"2025-11-18 00:28:44"
768,780,26.8,Rainy,84,"2025-07-30 22:10:44"
769,781,25.4,Rainy,78,"2025-09-20 02:43:44"
770,782,28.2,Cool,78,"2025-11-22 05:37:44"
771,783,30.8,Cloudy,85,"2025-06-10 02:23:44"
772,784,24.7,Cloudy,76,"2025-11-13 20:26:44"
773,785,26.4,Cloudy,88,"2025-08-03 08:27:44"
774,786,27.9,Rainy,78,"2025-07-07 08:01:44"
775,787,28.8,Rainy,78,"2025-10-31 06:15:44"
776,788,29.2,Rainy,79,"2025-10-25 18:40:44"
777,789,26.0,Rainy,75,"2025-09-28 06:18:44"
778,790,25.8,Rainy,83,"2025-08-19 19:26:44"
779,791,30.4,Cloudy,87,"2025-07-21 08:05:44"
780,792,27.6,Sunny,75,"2025-10-14 20:02:44"
781,793,29.5,Rainy,88,"2025-07-10 19:02:44"
782,794,27.7,Cloudy,70,"2025-11-05 18:50:44"
783,795,29.1,Hot,82,"2025-06-07 07:59:44"
784,796,30.6,Rainy,79,"2025-08-11 18:32:44"
785,797,25.3,Sunny,79,"2025-11-10 23:26:44"
786,798,28.8,Cloudy,84,"2025-08-29 00:23:44"
787,799,28.0,Rainy,87,"2025-08-29 02:23:44"
788,800,25.4,Hot,80,"2025-06-20 07:59:44"
789,801,28.8,Cool,72,"2025-11-18 20:25:44"
790,802,27.6,Hot,84,"2025-06-29 08:11:44"
791,803,26.1,Cloudy,87,"2025-06-06 21:21:44"
792,804,26.3,Sunny,80,"2025-11-16 20:22:44"
793,805,28.0,Sunny,80,"2025-11-16 23:09:44"
794,806,27.6,Rainy,79,"2025-10-31 08:24:44"
795,807,24.7,Sunny,78,"2025-11-22 06:23:44"
796,808,28.1,Cloudy,85,"2025-07-31 21:04:44"
797,809,30.9,Sunny,77,"2025-09-09 18:15:44"
798,810,28.6,Cloudy,88,"2025-07-31 08:02:44"
799,811,27.1,Rainy,84,"2025-09-12 06:37:44"
800,812,23.0,Cool,66,"2025-12-02 23:21:44"
801,813,27.7,Rainy,87,"2025-07-14 20:04:44"
802,814,28.4,Sunny,78,"2025-10-16 02:56:44"
803,815,25.9,Cloudy,79,"2025-07-06 18:26:44"
804,816,28.3,Rainy,81,"2025-10-21 22:05:44"
805,817,27.6,Cloudy,77,"2025-09-01 05:39:44"
806,818,27.0,Cloudy,79,"2025-10-17 06:32:44"
807,819,24.6,Cool,79,"2025-11-08 19:56:44"
808,820,29.1,Cloudy,83,"2025-08-26 19:42:44"
809,821,25.7,Cloudy,84,"2025-06-29 00:39:44"
810,822,25.3,Rainy,79,"2025-08-12 02:20:44"
811,823,24.6,Sunny,79,"2025-11-16 07:39:44"
812,824,25.6,Rainy,88,"2025-07-02 18:55:44"
813,825,30.4,Cloudy,85,"2025-08-18 18:35:44"
814,826,27.9,Cloudy,79,"2025-10-17 01:36:44"
815,827,26.6,Rainy,87,"2025-06-28 23:23:44"
816,828,28.2,Cloudy,82,"2025-08-18 06:15:44"
817,829,26.8,Sunny,80,"2025-11-03 21:00:44"
818,830,28.3,Sunny,83,"2025-10-18 22:49:44"
819,831,30.9,Rainy,78,"2025-08-05 08:07:44"
820,832,24.4,Cool,66,"2025-12-02 18:13:44"
821,833,26.0,Rainy,83,"2025-09-08 03:03:44"
822,834,28.9,Rainy,87,"2025-07-18 02:15:44"
823,835,25.5,Sunny,79,"2025-10-25 20:18:44"
824,836,28.2,Cloudy,79,"2025-07-14 21:53:44"
825,837,25.1,Cloudy,81,"2025-09-29 00:08:44"
826,838,29.3,Rainy,82,"2025-06-19 05:17:44"
827,839,26.3,Cloudy,85,"2025-07-15 06:27:44"
828,840,30.7,Rainy,87,"2025-07-14 18:41:44"
829,841,25.5,Cloudy,79,"2025-06-23 08:58:44"
830,842,27.8,Hot,84,"2025-06-07 07:39:44"
831,843,29.7,Cloudy,87,"2025-07-08 04:45:44"
832,844,28.8,Rainy,78,"2025-08-14 21:15:44"
833,845,26.2,Rainy,80,"2025-10-12 05:52:44"
834,846,28.1,Sunny,79,"2025-11-11 01:40:44"
835,847,25.2,Rainy,87,"2025-08-21 08:04:44"
836,848,27.3,Cloudy,80,"2025-06-29 06:55:44"
837,849,28.8,Rainy,80,"2025-10-04 19:15:44"
838,850,29.0,Rainy,79,"2025-09-25 04:10:44"
839,851,25.8,Cloudy,84,"2025-08-26 06:09:44"
840,852,24.3,Cloudy,70,"2025-11-25 00:56:44"
841,853,25.6,Cloudy,87,"2025-07-11 09:07:44"
842,854,30.2,Sunny,76,"2025-09-14 03:50:44"
843,855,26.2,Cloudy,81,"2025-08-24 22:03:44"
844,856,26.6,Rainy,85,"2025-06-27 06:34:44"
845,857,27.6,Rainy,77,"2025-09-19 23:15:44"
846,858,27.7,Cloudy,83,"2025-06-18 00:13:44"
847,859,28.8,Cool,80,"2025-11-19 19:11:44"
848,860,26.5,Rainy,86,"2025-07-12 04:32:44"
849,861,27.3,Hot,81,"2025-06-25 06:44:44"
850,862,30.7,Cloudy,84,"2025-08-22 18:58:44"
851,863,28.7,Rainy,87,"2025-08-24 08:22:44"
852,864,27.2,Cloudy,70,"2025-11-12 02:04:44"
853,865,28.6,Cloudy,82,"2025-10-04 07:16:44"
854,866,25.9,Rainy,77,"2025-09-13 20:00:44"
855,867,30.0,Cloudy,81,"2025-07-21 08:02:44"
856,868,27.6,Cloudy,80,"2025-06-21 07:12:44"
857,869,25.6,Cloudy,77,"2025-10-07 21:49:44"
858,870,26.7,Cloudy,77,"2025-09-24 07:45:44"
859,871,29.4,Rainy,76,"2025-10-04 07:15:44"
860,872,29.9,Cloudy,79,"2025-07-29 22:42:44"
861,873,28.4,Cool,70,"2025-11-22 18:19:44"
862,874,28.3,Cool,74,"2025-11-04 18:10:44"
863,875,25.3,Cloudy,74,"2025-11-28 03:55:44"
864,876,28.6,Cloudy,85,"2025-09-20 22:57:44"
865,877,30.6,Cloudy,83,"2025-07-31 05:20:44"
866,878,26.9,Cloudy,76,"2025-09-18 21:19:44"
867,879,25.1,Sunny,71,"2025-11-14 23:46:44"
868,880,26.8,Cool,77,"2025-11-08 22:02:44"
869,881,27.6,Sunny,84,"2025-09-18 03:35:44"
870,882,28.8,Cool,72,"2025-11-08 05:38:44"
871,883,27.5,Rainy,83,"2025-07-02 00:01:44"
872,884,29.3,Rainy,81,"2025-07-16 19:21:44"
873,885,24.4,Sunny,79,"2025-11-09 08:24:44"
874,886,27.6,Cloudy,80,"2025-08-16 04:17:44"
875,887,23.2,Sunny,69,"2025-12-01 05:01:44"
876,888,30.3,Rainy,83,"2025-08-23 02:35:44"
877,889,27.5,Cloudy,76,"2025-10-10 20:17:44"
878,890,27.1,Cloudy,73,"2025-11-27 20:57:44"
879,891,29.1,Hot,80,"2025-06-23 20:44:44"
880,892,26.2,Cloudy,84,"2025-06-30 06:28:44"
881,893,29.9,Rainy,78,"2025-09-22 07:32:44"
882,894,29.0,Cloudy,80,"2025-10-05 04:14:44"
883,895,26.7,Cloudy,82,"2025-06-20 03:43:44"
884,896,30.1,Cloudy,88,"2025-06-06 07:57:44"
885,897,28.0,Cloudy,75,"2025-09-10 22:38:44"
886,898,27.5,Rainy,85,"2025-08-10 21:29:44"
887,899,30.9,Rainy,80,"2025-06-06 07:25:44"
888,900,28.7,Cool,73,"2025-11-04 03:05:44"
889,901,29.7,Rainy,83,"2025-07-28 19:44:44"
890,902,28.4,Rainy,79,"2025-06-14 18:15:44"
891,903,29.6,Cloudy,77,"2025-10-25 03:49:44"
892,904,27.6,Rainy,81,"2025-07-11 21:07:44"
893,905,27.1,Sunny,85,"2025-09-07 08:22:44"
894,906,29.5,Hot,81,"2025-06-22 18:10:44"
895,907,30.0,Rainy,85,"2025-08-18 01:39:44"
896,908,26.1,Sunny,77,"2025-11-21 06:57:44"
897,909,25.1,Rainy,83,"2025-10-21 06:20:44"
898,910,28.6,Cloudy,81,"2025-08-12 22:23:44"
899,911,28.0,Rainy,86,"2025-07-20 19:21:44"
900,912,25.8,Rainy,81,"2025-08-05 19:34:44"
901,913,26.5,Sunny,70,"2025-11-30 04:24:44"
902,914,28.5,Rainy,83,"2025-07-10 23:38:44"
903,915,25.2,Hot,82,"2025-06-28 03:00:44"
904,916,28.4,Cloudy,86,"2025-07-17 19:13:44"
905,917,30.6,Rainy,83,"2025-09-10 04:13:44"
906,918,25.9,Sunny,75,"2025-09-18 02:41:44"
907,919,28.6,Cloudy,82,"2025-10-04 01:55:44"
908,920,27.5,Cloudy,71,"2025-11-30 07:44:44"
909,921,26.4,Sunny,77,"2025-11-12 18:16:44"
910,922,26.5,Cloudy,81,"2025-06-07 00:14:44"
911,923,28.7,Cool,73,"2025-11-11 18:33:44"
912,924,27.2,Sunny,78,"2025-10-13 08:18:44"
913,925,30.6,Cloudy,78,"2025-07-27 07:38:44"
914,926,25.1,Rainy,87,"2025-08-01 00:46:44"
915,927,29.3,Cloudy,77,"2025-09-18 19:51:44"
916,928,25.2,Rainy,88,"2025-06-18 01:09:44"
917,929,27.4,Cool,73,"2025-11-05 06:20:44"
918,930,30.8,Rainy,81,"2025-08-16 00:45:44"
919,931,25.7,Cloudy,81,"2025-08-11 19:37:44"
920,932,27.9,Cloudy,85,"2025-09-26 21:06:44"
921,933,28.6,Rainy,84,"2025-06-25 20:29:44"
922,934,27.9,Cloudy,80,"2025-07-21 22:13:44"
