order_item_id,order_id,product_id,quantity,unit_price,subtotal,variant_selection,note
529,209,4,3,74306,222918,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
530,209,23,1,49079,49079,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
531,210,19,2,56554,113108,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
532,210,24,2,46246,92492,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
533,210,26,1,55486,55486,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
534,211,67,2,37904,75808,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
535,211,62,3,64963,194889,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
536,212,57,1,30877,30877,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
537,212,60,2,31812,63624,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
538,212,68,3,43909,131727,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
539,213,4,1,29189,29189,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
540,214,20,3,42904,128712,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
541,214,4,1,68601,68601,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
542,215,9,3,35593,106779,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
543,216,1,3,55967,167901,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
544,216,20,3,40766,122298,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
545,217,27,1,35389,35389,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
546,217,14,2,58719,117438,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
547,217,11,1,68574,68574,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
548,217,10,2,40425,80850,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
549,218,60,2,31232,62464,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
550,219,67,3,39807,119421,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
551,220,55,3,27639,82917,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
552,220,47,3,51807,155421,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
553,220,52,2,59850,119700,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
554,220,70,3,45249,135747,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
555,221,68,2,34447,68894,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
556,221,47,3,32569,97707,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
557,221,54,3,48552,145656,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
558,222,53,1,48507,48507,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
559,222,67,3,53213,159639,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
560,223,62,3,34832,104496,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
561,223,53,1,34270,34270,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
562,223,51,2,40516,81032,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
563,223,50,3,55119,165357,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
564,224,1,3,27493,82479,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
565,225,28,2,70360,140720,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
566,225,27,1,57440,57440,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
567,225,13,2,38090,76180,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
568,226,25,3,70383,211149,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
569,226,13,1,73265,73265,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
570,227,1,1,62862,62862,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
571,227,26,2,60668,121336,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
572,227,27,1,46178,46178,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
573,227,3,1,31521,31521,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
574,228,1,2,65237,130474,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
575,228,26,1,25894,25894,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
576,229,65,1,58528,58528,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
577,229,48,2,28090,56180,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
578,230,4,3,32309,96927,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
579,231,53,1,52551,52551,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
580,231,69,3,57257,171771,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
581,231,49,3,29756,89268,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
582,231,68,1,39434,39434,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
583,232,55,2,36315,72630,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
584,232,48,3,31106,93318,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
585,232,68,2,47991,95982,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
586,233,28,1,40134,40134,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
587,233,24,1,48621,48621,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
588,233,25,3,64785,194355,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
589,234,38,3,32608,97824,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
590,234,43,1,30071,30071,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
591,235,32,2,74774,149548,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
592,235,30,3,25114,75342,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
593,236,74,2,45706,91412,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
594,236,71,2,49301,98602,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
595,236,79,2,62999,125998,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
596,236,77,1,50865,50865,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
597,237,77,3,32986,98958,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
598,237,73,3,70249,210747,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
599,237,79,3,37645,112935,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
600,238,33,3,68588,205764,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
601,238,41,1,71904,71904,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
602,238,38,1,31188,31188,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
603,238,32,2,68904,137808,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
604,239,76,3,68287,204861,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
605,239,75,2,70209,140418,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
606,239,73,3,25847,77541,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
607,239,71,2,34879,69758,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
608,240,43,2,43733,87466,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
609,240,35,3,71448,214344,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
610,240,44,3,52128,156384,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
611,240,40,3,30806,92418,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
612,241,43,1,51780,51780,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
613,241,35,2,29921,59842,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
614,241,37,1,35083,35083,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
615,241,34,2,34709,69418,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
616,242,37,1,45331,45331,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
617,242,40,3,64155,192465,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
618,242,36,2,43718,87436,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
619,242,41,3,70973,212919,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
620,243,33,2,74653,149306,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
621,243,43,3,25938,77814,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
622,244,31,2,68248,136496,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
623,244,38,2,72719,145438,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
624,245,74,2,27283,54566,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
625,245,78,1,49297,49297,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
626,245,80,2,61442,122884,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
627,246,32,1,28443,28443,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
628,246,37,3,30435,91305,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
629,246,38,1,38990,38990,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
630,247,36,3,35672,107016,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
631,247,33,1,30321,30321,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
632,248,39,2,55156,110312,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
633,248,29,2,31527,63054,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
634,248,41,1,66373,66373,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
635,248,42,3,54486,163458,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
636,249,54,1,51249,51249,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
637,249,50,3,69697,209091,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
638,250,22,1,33307,33307,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
639,250,20,1,72774,72774,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
640,251,20,1,33339,33339,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
641,252,7,3,69404,208212,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
642,253,23,3,52871,158613,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
643,253,7,3,63610,190830,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
644,253,18,2,42154,84308,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
645,254,58,1,43632,43632,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
646,254,52,2,72401,144802,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
647,254,66,3,40144,120432,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
648,254,62,3,62162,186486,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
649,255,7,1,47296,47296,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
650,255,23,3,54119,162357,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
651,256,11,1,41569,41569,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
652,256,9,1,39550,39550,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
653,257,6,1,62279,62279,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
654,258,3,3,41017,123051,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
655,258,2,3,70102,210306,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
656,258,23,1,43161,43161,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
657,258,25,3,27362,82086,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
658,259,67,3,32251,96753,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
659,259,47,3,29957,89871,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
660,259,48,2,51727,103454,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
661,259,57,2,59997,119994,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
662,260,67,2,31644,63288,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
663,261,62,2,26629,53258,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
664,261,70,3,60736,182208,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
665,261,67,2,67924,135848,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
666,261,60,1,60602,60602,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
667,262,66,3,55866,167598,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
668,262,63,2,31956,63912,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
669,263,13,2,33096,66192,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
670,263,9,3,37804,113412,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
671,263,26,3,74307,222921,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
672,263,16,3,26753,80259,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
673,264,61,1,74519,74519,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
674,264,54,1,33785,33785,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
675,264,57,1,56025,56025,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
676,265,16,3,62446,187338,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
677,265,4,2,31369,62738,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
678,265,13,3,39051,117153,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
679,266,8,2,51215,102430,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
680,266,1,2,70217,140434,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
681,266,44,3,39290,117870,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
682,267,16,1,43584,43584,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
683,267,79,2,67944,135888,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
684,267,78,2,51591,103182,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
685,267,57,2,69704,139408,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
686,268,57,3,61422,184266,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
687,268,56,1,71682,71682,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
688,268,23,1,44782,44782,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
689,269,69,1,69220,69220,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
690,269,79,3,59431,178293,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
691,269,81,1,51364,51364,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
692,269,11,1,64483,64483,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
693,270,48,1,44558,44558,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
694,270,22,2,67312,134624,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
695,271,71,3,36198,108594,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
696,271,76,3,28805,86415,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
697,272,11,1,51955,51955,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
698,273,48,3,33498,100494,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
699,274,9,1,66384,66384,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
700,274,36,2,40870,81740,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
701,275,21,1,47203,47203,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
702,275,61,1,37620,37620,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
703,276,15,1,36703,36703,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
704,276,18,1,28351,28351,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
705,276,57,2,59277,118554,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
706,276,74,1,28587,28587,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
707,277,52,3,53710,161130,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
708,277,76,1,48682,48682,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
709,277,37,3,25793,77379,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
710,278,57,2,41950,83900,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
711,279,27,2,46605,93210,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
712,279,10,1,73592,73592,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
713,279,80,1,35259,35259,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
714,280,70,3,64172,192516,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
715,280,27,2,57272,114544,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
716,280,50,2,39515,79030,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
717,281,35,3,43245,129735,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
718,281,31,2,64352,128704,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
719,281,16,2,47252,94504,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
720,282,77,1,28690,28690,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
721,282,58,1,39524,39524,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
722,283,59,1,45079,45079,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
723,283,71,1,39295,39295,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
724,283,34,3,29039,87117,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
725,283,69,3,38706,116118,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
726,284,66,3,58525,175575,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
727,284,14,1,65507,65507,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
728,285,36,3,63264,189792,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
729,285,64,2,26956,53912,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
730,286,14,2,48814,97628,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
731,286,15,1,33342,33342,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
732,287,38,3,43556,130668,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
733,287,60,2,40315,80630,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
734,288,1,1,26541,26541,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
735,288,8,2,30391,60782,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
736,288,23,3,32190,96570,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
737,288,48,3,67159,201477,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
738,289,10,3,50740,152220,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
739,289,34,1,61265,61265,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
740,290,65,1,51531,51531,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
741,290,67,1,55663,55663,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
742,290,47,2,66434,132868,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
743,290,79,3,28072,84216,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
744,291,52,2,30190,60380,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
745,291,30,2,35422,70844,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
746,291,80,1,65590,65590,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
747,291,36,3,56395,169185,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
748,292,57,1,34661,34661,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
749,292,47,1,70124,70124,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
750,293,45,1,53540,53540,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
751,293,23,3,49127,147381,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
752,293,22,3,39139,117417,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
753,294,22,3,72050,216150,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
754,294,8,2,73989,147978,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
755,294,28,2,54320,108640,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
756,294,15,2,34794,69588,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
757,295,17,3,53745,161235,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
758,295,10,3,59908,179724,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
759,296,66,2,43987,87974,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
760,296,63,3,55822,167466,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
761,296,69,2,28699,57398,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
762,297,56,3,61525,184575,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
763,297,65,1,66771,66771,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
764,297,70,2,74242,148484,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
765,297,57,2,71925,143850,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
766,298,63,2,41827,83654,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
767,298,66,3,58365,175095,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
768,299,49,1,50266,50266,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
769,299,56,3,64542,193626,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
770,299,57,3,43964,131892,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
771,299,51,1,40323,40323,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
772,300,8,1,38588,38588,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
773,300,10,2,60731,121462,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
774,300,3,3,67091,201273,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
775,300,18,3,56816,170448,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
776,301,5,2,35045,70090,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
777,301,13,3,54742,164226,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
778,301,4,1,68959,68959,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
779,301,25,2,41826,83652,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
780,302,48,2,58144,116288,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
781,303,65,1,67314,67314,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
782,303,67,2,43526,87052,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
783,303,53,1,25261,25261,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
784,304,28,3,56526,169578,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
785,304,21,2,41375,82750,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
786,304,11,2,29882,59764,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
787,304,12,2,26285,52570,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
788,305,2,3,53697,161091,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
789,305,23,3,49312,147936,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
790,305,24,1,39139,39139,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
791,306,4,3,30573,91719,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
792,306,19,1,35219,35219,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
793,306,10,2,74217,148434,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
794,306,1,1,36498,36498,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
795,307,17,2,38364,76728,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
796,307,2,2,26166,52332,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
797,307,5,1,38562,38562,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
798,308,24,2,42874,85748,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
799,308,13,1,45057,45057,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
800,308,6,2,38695,77390,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
801,309,73,2,36236,72472,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
